Table S1. The Gyeongju Hi-density Broadband Seismic Network (GHBSN) catalog,,,,,
EventID,Origin Time (UTC),Latitude (N),Longitude (E),Depth (km),Magnitude (ML)
385,2019-02-13T17:21:54.305,35.7638,129.1956,13.7,-0.3
386,2019-02-14T04:08:53.078,35.728,129.3581,9.7,0.9
387,2019-02-14T16:55:34.086,35.8517,129.2319,12.4,-0.1
388,2019-02-15T02:04:20.661,35.8163,129.3992,13.7,0.6
389,2019-02-15T06:52:23.949,35.7802,129.1928,11.8,-0.2
390,2019-02-15T16:46:21.350,35.7892,129.2043,14.1,-0.2
391,2019-02-16T22:10:08.672,35.7969,129.403,13.9,0.1
392,2019-02-17T02:48:04.528,35.7656,129.1908,12.4,0.1
393,2019-02-17T10:00:06.508,35.7697,129.3706,9.7,0.5
394,2019-02-17T13:23:46.196,35.7788,129.2189,15,-0.3
395,2019-02-17T14:24:16.541,35.7701,129.1952,12.3,-0.4
396,2019-02-17T18:03:39.284,35.7758,129.2052,16.5,-0.4
397,2019-02-17T18:27:06.787,35.8191,129.3258,13.9,0.1
398,2019-02-17T22:09:43.139,35.7697,129.1998,12.2,0
399,2019-02-17T22:24:20.106,35.7629,129.1945,13.5,0
400,2019-02-18T10:58:52.323,35.7584,129.1871,11.6,-0.1
401,2019-02-18T12:48:15.551,35.7598,129.1872,12.3,0.6
402,2019-02-19T10:21:36.206,35.7665,129.2001,14.8,-0.1
403,2019-02-19T10:58:54.990,35.7653,129.1887,12.2,-0.1
404,2019-02-20T12:25:29.315,35.7596,129.186,13.5,-0.2
405,2019-02-20T16:14:44.978,35.754,129.1829,14.3,-0.3
406,2019-02-21T08:22:34.007,35.6017,129.6172,11.6,1.4
407,2019-02-21T12:27:24.910,35.7692,129.2093,17.4,0.2
408,2019-02-21T13:58:54.530,35.6087,129.1679,16,-0.1
409,2019-02-21T20:36:58.741,35.7712,129.1979,13.1,-0.2
410,2019-02-22T03:02:15.087,35.707,129.2948,1.9,0.2
411,2019-02-22T03:45:11.496,35.7582,129.2115,13.2,-0.1
412,2019-02-22T07:09:01.114,35.7473,129.1911,11.3,-0.1
413,2019-02-23T01:12:25.116,35.7294,129.3707,13.4,0.3
414,2019-02-23T17:19:40.117,35.7292,129.3791,14.5,-0.1
415,2019-02-23T19:12:14.475,35.7617,129.1974,14.9,-0.3
416,2019-02-24T05:21:05.594,35.764,129.1952,13.7,0.5
417,2019-02-24T12:07:59.802,35.7818,129.2121,13,-0.3
418,2019-02-24T14:14:17.967,35.7657,129.1796,15,-0.6
419,2019-02-24T17:43:36.137,35.823,129.4035,13.7,-0.1
420,2019-02-24T20:21:03.778,35.7723,129.1999,12.3,-0.2
421,2019-02-25T08:59:27.918,35.7677,129.1735,15,0
422,2019-02-25T12:08:23.770,35.7806,129.2114,15.1,0
423,2019-02-25T19:04:12.430,35.7799,129.1963,12.2,-0.3
424,2019-02-26T11:15:32.242,35.7622,129.1953,13.3,0.1
425,2019-02-26T11:25:32.316,35.9379,128.878,11,0.8
426,2019-02-26T12:15:21.028,35.7102,129.414,14.4,0.2
427,2019-02-26T16:30:28.965,35.7279,129.1586,3.5,-0.9
428,2019-02-26T18:46:54.621,35.7674,129.1943,12.2,-0.2
429,2019-02-27T00:46:17.468,35.6542,129.5605,19.7,0.8
430,2019-02-27T13:24:03.990,35.767,129.1961,12.7,0.1
431,2019-02-28T05:59:10.397,35.6711,128.9408,3.1,1.2
432,2019-02-28T11:15:34.628,35.7397,129.2018,13.9,-0.2
433,2019-03-01T03:05:08.027,35.7651,129.1921,12.3,-0.2
434,2019-03-01T12:22:38.310,35.7565,129.397,13.2,0.7
435,2019-03-01T14:56:35.720,35.7266,129.4104,14.4,-0.1
436,2019-03-01T21:32:05.427,35.8614,129.3257,13.8,0.1
437,2019-03-01T23:08:43.221,35.7745,129.1974,13,0
438,2019-03-02T07:51:34.106,35.7751,129.3743,14.5,0.6
439,2019-03-02T20:44:00.739,35.7835,129.2029,13.6,-0.2
440,2019-03-02T23:09:00.352,35.7597,129.1897,14.8,-0.1
441,2019-03-03T02:27:28.711,35.7619,129.1951,12.6,-0.2
442,2019-03-03T06:21:01.519,35.7604,129.1954,13.3,-0.3
443,2019-03-03T09:44:44.910,35.7829,129.2055,13.5,0.8
444,2019-03-03T09:47:34.808,35.7836,129.2056,14,0.6
445,2019-03-03T23:54:43.686,35.7527,129.1939,13.1,-0.1
446,2019-03-04T03:34:00.641,35.7157,129.2911,0.4,0
447,2019-03-04T14:48:19.615,35.7738,129.3849,11.4,0
448,2019-03-04T15:33:06.654,35.7661,129.284,12.5,-0.1
449,2019-03-04T16:38:16.346,35.7728,129.1881,12.3,0.3
450,2019-03-05T16:09:53.077,35.7685,129.3781,10.2,0.2
451,2019-03-06T00:49:34.808,35.7517,129.177,13.6,0.7
452,2019-03-06T04:42:05.306,35.7663,129.1943,12.2,0
453,2019-03-06T18:43:40.183,35.7484,129.173,10.3,-0.5
454,2019-03-06T19:02:44.212,35.7588,129.1847,15.1,-0.1
455,2019-03-07T02:38:22.237,35.8079,129.0806,14.4,0.1
456,2019-03-07T07:08:29.470,35.7467,129.1643,16.1,0.1
457,2019-03-07T12:02:24.318,35.7949,129.2239,14.1,-0.1
458,2019-03-07T13:59:26.167,35.7651,129.1852,12.2,0.1
459,2019-03-07T17:36:48.696,35.7658,129.2131,16.8,-0.1
460,2019-03-07T21:28:00.337,35.7901,129.2052,14,-0.1
461,2019-03-08T00:41:45.420,35.7585,129.1917,12.3,0
462,2019-03-08T12:03:53.989,35.932,129.3661,14.4,0.4
463,2019-03-08T12:42:04.203,35.9241,129.1236,5.5,0.8
464,2019-03-09T02:19:57.203,35.8224,129.0665,2,0.5
465,2019-03-09T04:46:29.769,35.8009,129.3599,13.7,0.2
466,2019-03-09T10:16:19.087,35.7642,129.1988,14.6,0.2
467,2019-03-10T10:58:04.401,35.7582,128.648,15,0.9
468,2019-03-10T16:33:10.813,35.769,129.1958,13.4,-0.5
469,2019-03-12T03:03:14.128,35.7634,129.1853,12.1,1.1
470,2019-03-12T06:10:17.295,35.7646,129.1901,12.3,0
471,2019-03-12T08:40:41.715,35.7765,129.1899,12,-0.1
472,2019-03-14T09:10:08.855,35.7571,129.1944,13.6,-0.1
473,2019-03-14T12:55:11.772,35.7868,129.2126,15,0
474,2019-03-14T12:56:00.141,35.7916,129.2053,14.2,-0.2
475,2019-03-14T14:52:49.044,35.7724,129.2055,14.5,0.4
476,2019-03-14T15:21:25.796,35.7284,129.4008,13,0.3
477,2019-03-15T03:21:46.940,35.7162,129.286,0,0.1
478,2019-03-15T06:26:22.782,35.6824,129.4218,12.8,0.3
479,2019-03-15T14:23:00.011,35.7691,129.1918,12.8,0.1
480,2019-03-16T02:56:13.742,35.7774,129.2111,16.1,0.3
481,2019-03-16T03:02:09.082,35.7159,129.2887,0,0
482,2019-03-16T14:26:39.174,35.785,129.2047,13.4,-0.4
483,2019-03-16T21:35:28.978,35.7351,129.8479,13.9,1.2
484,2019-03-17T03:46:40.537,35.7785,129.2069,14.4,0.5
485,2019-03-17T17:41:08.743,35.7637,129.1952,13.1,-0.6
486,2019-03-17T19:06:35.613,35.7613,129.1926,15,-0.4
487,2019-03-17T20:35:58.930,35.845,129.0932,12.3,-0.2
488,2019-03-18T15:50:19.138,35.7735,129.0752,17.4,0.1
489,2019-03-18T16:10:45.557,35.9379,128.8866,11.4,0.1
490,2019-03-18T16:36:22.969,35.7139,129.3564,10.3,0.1
491,2019-03-18T17:22:09.670,35.7769,129.0779,18.3,-0.2
492,2019-03-18T21:20:47.654,35.7723,129.3822,11.2,0.2
493,2019-03-19T00:17:02.045,35.7731,129.1996,13.1,1.1
494,2019-03-19T05:57:38.925,35.7732,129.169,15.1,0.3
495,2019-03-19T12:19:31.876,35.7957,129.3864,14.8,0.2
496,2019-03-20T02:45:08.450,35.8396,129.295,13.3,0.4
497,2019-03-20T08:53:28.957,35.7437,129.4167,13.6,2.2
498,2019-03-20T13:17:56.719,35.7433,129.4156,13.5,1.6
499,2019-03-21T00:08:01.850,35.6589,129.5672,17,1.4
500,2019-03-21T19:05:21.338,35.7658,129.194,13.7,-0.2
501,2019-03-22T02:56:41.433,35.7634,129.1982,12.8,0.1
502,2019-03-22T09:13:01.201,35.7615,129.1956,15.6,-0.1
503,2019-03-22T15:19:11.362,35.7422,129.4124,13.4,0
504,2019-03-22T15:52:17.939,35.7436,129.4107,13.1,0.3
505,2019-03-22T17:27:02.124,35.7814,129.1797,15.1,-0.2
506,2019-03-22T21:32:32.680,35.7435,129.4106,13.6,0.3
507,2019-03-22T21:34:10.824,35.8513,129.2899,13.2,0.5
508,2019-03-22T23:57:15.075,35.7407,129.4145,13.4,0.3
509,2019-03-23T00:11:30.080,35.7438,129.4155,13.7,0.1
510,2019-03-23T00:42:07.072,35.7425,129.4131,13.7,0.4
511,2019-03-23T00:49:09.376,35.7418,129.4103,12.9,0.8
512,2019-03-23T03:11:03.969,35.9231,129.1965,3.3,0.7
513,2019-03-23T03:31:31.401,35.9357,129.0264,3,0.6
514,2019-03-23T10:46:11.602,35.8611,129.1016,9,-0.4
515,2019-03-23T13:53:41.608,35.7309,129.0132,15.3,0
516,2019-03-23T15:39:49.867,35.7673,129.2053,15,-0.3
517,2019-03-23T16:34:50.966,35.7744,129.1971,13.6,-0.2
518,2019-03-23T20:48:40.045,35.7176,129.4111,7.9,-0.2
519,2019-03-24T12:54:39.940,35.7771,129.2016,13.4,-0.3
520,2019-03-24T14:01:33.031,35.8723,129.7216,17.9,0.9
521,2019-03-25T10:14:18.590,35.7299,129.0132,15.2,0.5
522,2019-03-25T10:20:31.810,35.718,128.9947,12.4,-0.1
523,2019-03-25T10:40:25.768,35.7342,129.0342,12.7,-0.3
524,2019-03-25T10:51:34.655,35.7298,129.0137,15.7,0.4
525,2019-03-25T12:42:48.206,35.771,129.2035,13.9,-0.1
526,2019-03-25T13:04:44.991,35.7331,129.0152,16.2,-0.3
527,2019-03-25T14:50:51.853,35.7425,129.4176,13.6,0.3
528,2019-03-26T17:16:59.387,35.7685,129.2012,14.8,-0.2
529,2019-03-26T19:18:45.253,35.7417,129.4169,13.1,0
530,2019-03-26T23:21:10.853,35.7573,129.1902,13.7,0.1
531,2019-03-27T11:37:04.221,35.8214,129.3998,13.8,0
532,2019-03-27T12:53:39.837,35.8191,129.4009,14.1,0.6
533,2019-03-27T16:14:55.140,35.8185,129.4003,13.9,0.2
534,2019-03-27T16:24:30.575,35.831,129.4146,16.3,0
535,2019-03-27T16:40:59.383,35.7769,129.3122,8.2,-0.1
536,2019-03-27T23:18:17.773,35.6926,129.3776,11.7,0.2
537,2019-03-27T23:19:17.296,35.6788,129.3459,5.6,-0.1
538,2019-03-28T07:59:50.490,35.7734,129.2005,12.3,-0.1
539,2019-03-28T11:59:44.295,35.454,129.1959,13.6,0.1
540,2019-03-28T19:45:01.000,35.778,129.314,9.1,-0.2
541,2019-03-28T20:29:20.913,36.1764,128.819,14.1,0.3
542,2019-03-28T20:35:27.103,35.7687,129.2014,14.4,-0.2
543,2019-03-28T23:34:48.360,35.7775,129.1966,13.3,0
544,2019-03-29T03:11:28.634,35.918,129.1894,3.2,0.7
545,2019-03-29T04:56:44.433,35.7658,129.1996,16.1,0.2
546,2019-03-29T06:12:02.063,35.9432,128.866,13.3,0.1
547,2019-03-29T13:53:01.143,35.801,129.4559,8.5,-0.1
548,2019-03-29T16:07:29.745,35.7433,129.1785,15.8,0.6
549,2019-03-29T23:05:28.813,35.7641,129.1964,14.3,0
550,2019-03-30T09:52:32.711,35.759,129.1947,13.6,0.2
551,2019-03-30T19:44:34.416,35.7623,129.1916,14.5,-0.3
552,2019-03-30T22:08:03.625,35.9479,128.8605,12.2,0
553,2019-03-31T02:35:40.570,35.7235,129.3981,11,0.2
554,2019-03-31T09:45:28.337,35.7558,129.3788,12.1,0
555,2019-03-31T10:46:47.704,35.7772,129.1874,13.9,-0.3
556,2019-03-31T11:15:21.860,35.766,129.1853,13.3,-0.2
557,2019-03-31T15:36:03.733,35.7629,129.193,12.1,-0.6
558,2019-03-31T17:07:22.187,35.7728,129.2012,17.8,-0.3
559,2019-03-31T22:52:12.456,35.7612,129.1927,13.2,-0.2
560,2019-04-01T04:09:32.103,35.7697,129.2004,14.2,0.1
561,2019-04-01T09:43:04.536,35.763,129.1939,15.7,0.3
562,2019-04-01T10:19:18.319,35.761,129.1725,17.1,-0.1
563,2019-04-01T10:37:40.417,35.7645,129.1992,15,-0.1
564,2019-04-01T12:00:36.057,35.7017,129.1829,12,-0.3
565,2019-04-01T12:28:38.296,35.7644,129.1929,15.3,0.2
566,2019-04-01T13:59:23.862,35.7353,129.3506,11.8,0
567,2019-04-01T14:10:12.811,35.7645,129.1984,15.4,-0.1
568,2019-04-01T14:38:23.896,35.8268,129.2377,18.8,-0.1
569,2019-04-01T15:01:21.471,35.7592,129.1861,14.1,0
570,2019-04-01T15:43:26.066,35.7616,129.1916,13.6,0.7
571,2019-04-01T15:50:34.581,35.7633,129.1938,15.6,0.5
572,2019-04-01T18:42:48.919,35.7635,129.1939,15.5,0.5
573,2019-04-01T19:45:48.177,35.7646,129.1994,16,0
574,2019-04-01T21:19:22.084,35.7641,129.2065,18.3,0.1
575,2019-04-01T22:04:17.077,35.7673,129.1947,14,-0.1
576,2019-04-02T03:11:32.867,35.95,129.2329,2.2,0.4
577,2019-04-02T06:43:06.690,35.7626,129.1934,15.5,0.3
578,2019-04-02T09:36:44.553,35.7647,129.3514,17.1,0.1
579,2019-04-03T01:26:40.806,35.5615,128.9323,8,0.2
580,2019-04-03T06:08:58.341,35.7644,129.1968,14.8,-0.1
581,2019-04-03T09:39:00.872,35.7008,129.4011,13.1,0
582,2019-04-03T11:16:24.077,35.7652,129.1951,13.4,-0.2
583,2019-04-03T11:46:48.151,35.7551,129.1746,15,-0.2
584,2019-04-04T11:24:10.569,36.1218,129.3746,8.6,0.9
585,2019-04-04T16:34:23.875,35.7795,129.1967,13.1,0.5
586,2019-04-04T19:18:06.740,35.7457,129.3267,11.4,-0.1
587,2019-04-04T19:20:47.322,35.7275,129.4169,15.1,0.1
588,2019-04-04T20:42:59.914,35.529,128.8859,11.1,0
589,2019-04-05T02:16:55.449,35.8279,129.0554,3.2,0.7
590,2019-04-05T03:27:37.106,35.5683,128.9306,17.7,2.1
591,2019-04-05T06:38:17.440,35.708,129.3991,14.6,0.3
592,2019-04-05T15:50:40.283,35.787,129.306,12.1,-0.3
593,2019-04-05T17:03:44.228,35.7876,129.2003,14.8,-0.2
594,2019-04-05T18:56:16.494,35.7614,129.1887,12.9,0.3
595,2019-04-05T20:38:19.317,35.7432,129.4156,13.6,2.4
596,2019-04-05T21:27:40.147,35.743,129.4137,13.4,0
597,2019-04-05T21:40:18.615,35.7419,129.4162,13.3,0.2
598,2019-04-05T23:49:52.256,35.7436,129.416,13.5,0.8
599,2019-04-06T01:32:55.432,35.7783,129.2064,13.6,0.1
600,2019-04-06T03:06:25.951,35.924,129.1964,3.1,0.7
601,2019-04-06T09:34:35.513,35.7429,129.4388,15.4,-0.2
602,2019-04-06T09:38:57.614,35.7404,129.418,13.3,0
603,2019-04-06T13:30:30.031,35.7621,129.193,13.8,0.2
604,2019-04-06T13:32:32.706,35.7393,129.42,13.5,-0.3
605,2019-04-06T13:36:41.719,35.7413,129.4148,13.1,-0.2
606,2019-04-06T14:36:02.674,35.7422,129.4159,13.4,0.1
607,2019-04-06T14:36:20.097,35.7005,129.4191,11.1,-0.4
608,2019-04-06T14:37:31.852,35.7436,129.4157,13.1,0.2
609,2019-04-06T17:59:42.085,35.7285,129.3543,10.2,-0.1
610,2019-04-07T01:26:12.720,35.7719,129.1828,12.9,-0.2
611,2019-04-07T14:22:53.064,35.4699,129.1862,12.3,0
612,2019-04-07T15:38:30.240,35.6245,129.1163,9,-0.3
613,2019-04-07T17:03:00.694,35.4714,129.1852,12.3,-0.3
614,2019-04-07T19:28:21.972,35.7698,129.1946,13.9,-0.4
615,2019-04-08T03:49:18.643,35.7492,129.2903,11.6,-0.1
616,2019-04-08T08:26:48.637,35.8675,129.1021,8.8,-0.2
617,2019-04-08T18:20:31.213,36.0676,129.3339,11.3,0.3
618,2019-04-08T21:16:07.235,35.781,129.2043,13.3,-0.1
619,2019-04-09T01:35:13.509,35.617,129.2363,3,0.6
620,2019-04-09T10:14:59.557,36.1255,129.1307,14.7,1
621,2019-04-09T16:03:50.220,35.8875,129.1305,9.6,-0.4
622,2019-04-09T17:16:07.774,35.7839,129.2027,13.6,0
623,2019-04-10T04:39:15.513,35.7625,129.1952,14,0.2
624,2019-04-10T15:13:03.611,35.7762,129.2066,15.5,-0.2
625,2019-04-10T15:31:23.959,35.7419,129.422,13.9,0
626,2019-04-10T15:51:31.270,35.7424,129.4157,13.4,0.5
627,2019-04-10T16:21:56.214,35.7753,129.2079,15.7,-0.1
628,2019-04-10T16:43:30.969,35.7417,129.4165,13.3,0.1
629,2019-04-11T05:29:14.689,35.7169,129.3536,9.6,-0.2
630,2019-04-11T14:02:21.573,36.112,129.3623,10.2,0.6
631,2019-04-11T14:15:15.990,35.6884,129.3954,14.9,-0.1
632,2019-04-11T15:58:20.833,35.6069,129.1328,14.6,-0.3
633,2019-04-11T17:25:45.059,35.6062,129.1317,14.4,-0.1
634,2019-04-11T19:19:58.539,36.043,129.2485,16.6,0.1
635,2019-04-12T06:18:34.341,35.7694,129.1995,14.8,-0.1
636,2019-04-12T10:26:58.502,35.7609,129.1822,13.5,1.6
637,2019-04-12T14:33:12.311,35.8158,129.3282,14,-0.1
638,2019-04-12T16:29:01.618,35.7857,129.1962,12.6,-0.3
639,2019-04-12T18:59:47.564,35.94,129.7636,17,1.1
640,2019-04-13T12:25:04.811,35.9409,129.325,12.3,0.2
641,2019-04-13T16:40:42.374,35.7588,129.1932,14.7,-0.2
642,2019-04-13T17:31:12.794,35.7787,129.5491,18.6,0.5
643,2019-04-13T18:18:40.197,35.6926,129.3751,11.2,0.1
644,2019-04-13T18:53:09.800,35.7693,129.1975,14.4,-0.3
645,2019-04-14T17:12:26.674,35.8013,129.3804,13.9,0.2
646,2019-04-15T15:30:27.683,35.7716,129.3739,9.6,-0.3
647,2019-04-15T17:23:11.386,35.7775,129.5983,15.1,1.5
648,2019-04-15T22:40:57.182,35.2121,128.9726,15.6,1.2
649,2019-04-16T01:33:46.878,35.2152,128.9661,15,1.4
650,2019-04-16T03:21:43.637,35.9264,129.1941,3.4,0.2
651,2019-04-17T02:27:12.264,35.746,129.1852,15.6,1.6
652,2019-04-17T03:15:21.341,35.5243,128.8958,22.1,0.6
653,2019-04-17T18:59:32.919,35.7691,129.1975,13.2,0
654,2019-04-17T21:24:02.780,35.7661,129.1897,13.6,-0.1
655,2019-04-18T17:04:48.852,35.7737,129.2011,13.7,-0.2
656,2019-04-19T03:51:20.837,35.7608,129.1978,14.5,0.1
657,2019-04-19T08:53:47.430,35.7732,129.1749,15,0
658,2019-04-19T09:27:04.096,35.7851,129.1961,12.9,0.1
659,2019-04-19T14:33:16.548,35.7677,129.1992,13.7,0
660,2019-04-19T16:51:05.859,35.7456,129.409,13.3,-0.1
661,2019-04-19T20:10:44.528,35.8551,129.183,12.3,-0.3
662,2019-04-19T20:14:16.551,35.7428,129.414,14,-0.1
663,2019-04-19T21:25:52.984,35.7596,129.1846,12.5,-0.3
664,2019-04-19T22:04:05.388,35.8633,129.3216,10.8,0.1
665,2019-04-20T01:10:38.019,35.7495,129.2349,17.4,0.1
666,2019-04-20T03:07:59.237,35.9198,129.1914,3.2,0.8
667,2019-04-20T04:08:34.668,35.8281,129.4136,15.9,0.5
668,2019-04-20T04:09:00.992,35.8263,129.4144,15.2,0.4
669,2019-04-20T09:32:01.338,35.8279,129.4118,14.7,-0.1
670,2019-04-20T14:43:04.379,35.7817,129.1999,13.5,0.7
671,2019-04-20T15:40:46.534,35.8293,129.4132,15.7,-0.1
672,2019-04-20T15:48:03.653,35.824,129.41,14.7,0
673,2019-04-20T15:59:11.489,35.8272,129.4112,15,-0.2
674,2019-04-20T17:14:08.484,35.73,129.019,16,-0.2
675,2019-04-20T18:15:45.175,35.7747,129.1965,11.4,-0.7
676,2019-04-20T18:58:48.975,35.822,129.406,14.4,-0.1
677,2019-04-21T11:54:40.793,35.7067,129.3547,9.8,0
678,2019-04-21T12:16:42.704,35.7813,129.2021,13.5,-0.4
679,2019-04-21T14:01:05.130,35.8064,129.4594,12.7,0.1
680,2019-04-21T14:46:30.806,35.7592,129.3748,12.9,-0.1
681,2019-04-21T21:18:57.776,36.2271,128.6659,12.7,1.1
682,2019-04-22T03:06:42.641,35.9186,129.1911,3.1,0.9
683,2019-04-22T04:02:47.519,35.7597,129.1839,13.6,-0.1
684,2019-04-22T04:54:25.599,35.7855,129.2055,13.5,0
685,2019-04-22T06:34:32.906,35.7573,129.1893,13.2,0
686,2019-04-22T11:44:55.302,36.0968,129.3563,10.7,1.8
687,2019-04-22T12:44:36.732,35.7766,129.1852,12,-0.2
688,2019-04-22T15:27:03.919,35.7646,129.1908,13.3,-0.4
689,2019-04-22T15:41:29.446,35.7629,129.1939,14.1,0.4
690,2019-04-22T17:22:03.820,36.1319,129.3697,10.6,1.2
691,2019-04-23T01:03:27.209,35.8281,129.0571,1.7,0.3
692,2019-04-23T04:10:48.658,35.7618,129.1925,15.6,0.7
693,2019-04-23T11:23:34.489,36.0636,129.3248,8.7,1
694,2019-04-24T01:36:37.621,35.7453,129.5185,16.8,0.5
695,2019-04-24T03:40:37.631,36.1395,129.4198,14.3,0.5
696,2019-04-24T10:45:55.729,35.763,129.1907,15.2,0.1
697,2019-04-24T10:55:12.976,35.727,129.402,12.7,0.1
698,2019-04-24T14:47:05.178,35.7502,129.1784,12.8,-0.3
699,2019-04-24T17:50:44.578,35.7712,129.188,13.8,-0.2
700,2019-04-24T19:41:17.439,35.7635,129.1845,12.8,-0.1
701,2019-04-25T02:18:14.287,35.8262,129.0558,2.6,0.6
702,2019-04-25T05:08:18.490,35.789,129.3074,9.1,0
703,2019-04-26T02:10:44.035,35.6611,129.558,18.7,0.7
704,2019-04-26T15:34:40.670,35.7634,129.1902,15,-0.1
705,2019-04-26T22:47:37.504,35.7602,129.388,15.3,0
706,2019-04-27T03:15:05.665,35.9314,128.7219,12.7,0.5
707,2019-04-27T05:57:26.421,35.7714,129.2335,9.9,-0.2
708,2019-04-27T14:49:32.438,35.8224,129.3144,11.3,-0.4
709,2019-04-27T15:20:45.251,35.7417,129.4176,13.7,-0.3
710,2019-04-27T17:04:16.265,35.7427,129.415,13.4,0.2
711,2019-04-27T17:38:05.645,35.7427,129.4156,13.5,0
712,2019-04-27T19:42:59.540,35.9761,128.892,12.8,-0.3
713,2019-04-28T02:23:28.175,35.53,129.1204,7.8,-0.4
714,2019-04-28T16:44:25.526,35.6603,129.5734,19.3,0.1
715,2019-04-28T17:32:38.965,35.7787,129.2216,15,-0.4
716,2019-04-28T17:33:28.954,36.037,128.8543,13.7,-0.2
717,2019-04-28T17:34:55.618,35.7832,129.2121,13.8,-0.4
718,2019-04-28T19:30:17.974,35.7745,129.1915,12.4,-0.5
719,2019-04-28T23:22:25.376,35.7443,129.1902,13.1,-0.2
720,2019-04-28T23:34:53.914,35.8598,129.0827,8,-0.3
721,2019-04-29T02:22:18.914,35.7756,129.2034,14.3,0.1
722,2019-04-29T05:49:36.931,35.7284,129.293,9.7,0.1
723,2019-04-29T18:31:42.373,35.7286,129.296,10.1,-0.1
724,2019-04-29T18:32:57.679,35.7278,129.2942,9.5,-0.2
725,2019-04-29T18:33:32.018,35.7297,129.2975,10.2,-0.2
726,2019-04-29T19:54:50.457,35.7862,129.2035,13.3,-0.1
727,2019-04-29T20:55:29.221,35.7659,129.1935,15.4,1.5
728,2019-04-30T03:29:17.114,36.0843,129.3392,8.5,0.7
729,2019-04-30T17:37:02.597,35.6935,129.4098,8.4,-0.3
730,2019-04-30T18:24:20.923,35.7633,129.1984,15.3,0
731,2019-04-30T22:39:38.613,35.7304,129.2955,9.7,-0.1
732,2019-05-01T00:48:29.743,35.7781,129.197,12.7,-0.1
733,2019-05-01T08:27:09.847,35.7568,129.1862,15.2,1.2
734,2019-05-01T11:49:13.751,35.7325,129.2961,10.6,-0.4
735,2019-05-01T17:20:55.172,35.7646,129.1958,13.7,-0.2
736,2019-05-01T20:13:13.274,35.76,129.1907,12.9,-0.4
737,2019-05-01T23:20:34.662,35.781,129.2003,13.5,0
738,2019-05-02T05:47:04.738,35.7599,129.3132,11.9,0.1
739,2019-05-02T15:38:10.329,35.783,129.1813,12.3,-0.5
740,2019-05-02T17:39:46.986,35.7413,129.5975,11.8,0.9
741,2019-05-02T20:04:07.159,35.7822,129.2063,13.7,-0.3
742,2019-05-03T03:08:23.165,35.7606,129.1971,14.8,1.1
743,2019-05-03T04:44:43.694,35.7844,129.404,3.8,0.4
744,2019-05-03T06:13:40.208,35.7629,129.1927,15.4,0.4
745,2019-05-03T07:33:12.601,36.4148,128.3886,14.3,1.7
746,2019-05-03T07:43:34.402,35.7608,129.1939,13.6,0.1
747,2019-05-03T08:20:53.536,35.7654,129.1971,15,0
748,2019-05-03T10:15:12.252,35.661,129.5652,18.9,0.8
749,2019-05-03T10:49:42.828,35.7618,129.1914,15.8,0
750,2019-05-03T15:33:35.926,35.7703,129.1846,13.1,-0.4
751,2019-05-03T20:34:02.746,35.7656,129.1951,14.9,-0.2
752,2019-05-04T18:12:58.693,35.7979,129.2786,3.5,-0.5
753,2019-05-05T03:29:28.076,35.8876,129.1313,5,0.4
754,2019-05-05T08:24:29.876,35.7644,129.1903,14.8,-0.2
755,2019-05-05T18:18:55.152,35.8245,129.4109,15.2,-0.2
756,2019-05-05T19:08:21.002,35.8226,129.4018,13.9,0
757,2019-05-06T03:58:43.810,35.8213,129.0712,9.2,-0.2
758,2019-05-06T07:19:41.193,35.7684,129.457,21,0.4
759,2019-05-06T15:56:42.715,35.7469,129.1859,15.9,0.3
760,2019-05-07T07:26:38.028,35.7395,129.0324,8.9,0
761,2019-05-07T09:20:55.965,35.6722,129.3618,11.9,0.5
762,2019-05-07T09:22:06.680,35.6722,129.3638,12,0.5
763,2019-05-07T19:46:14.124,35.762,129.1938,14.3,0.8
764,2019-05-07T20:38:44.692,35.8621,128.8483,20.2,0.1
765,2019-05-08T08:51:01.284,35.6601,129.5763,20.6,0.5
766,2019-05-08T10:12:49.249,35.9444,128.8734,11.5,0
767,2019-05-08T12:26:13.351,35.7703,129.205,14.8,-0.1
768,2019-05-08T13:54:58.631,35.7699,129.2076,15.1,0
769,2019-05-08T14:59:28.971,35.7654,129.1962,12.9,-0.2
770,2019-05-08T18:51:15.165,35.86,129.0921,9,0
771,2019-05-08T20:06:41.437,35.7906,129.2008,13.4,-0.2
772,2019-05-09T01:16:13.769,35.7819,129.2023,14.8,0.1
773,2019-05-09T12:56:45.832,35.776,129.1835,12.4,-0.2
774,2019-05-09T14:17:39.061,35.7761,129.1922,12.6,-0.2
775,2019-05-09T16:33:35.154,35.1448,128.6874,15,1.2
776,2019-05-10T02:14:12.470,35.7183,129.2934,12.8,0.6
777,2019-05-10T09:18:29.732,36.0469,129.2812,17.3,0.7
778,2019-05-10T19:14:23.519,35.7732,129.2009,13.9,-0.1
779,2019-05-11T11:18:16.084,35.7723,129.2012,13.5,-0.4
780,2019-05-11T11:23:07.558,35.7659,129.1951,13.8,-0.3
781,2019-05-11T13:02:04.480,35.7901,129.1268,17.3,-0.2
782,2019-05-11T16:10:37.414,35.7439,129.4154,13.5,1.3
783,2019-05-11T17:23:58.745,35.7636,129.1947,13.7,-0.3
784,2019-05-11T17:28:37.337,35.7719,129.2016,13.4,-0.6
